text,label
writer\/director mark romanek spotlights the underlying caste system in america .,2
"... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?",2
"ends up being mostly about ravishing costumes , eye-filling , wide-screen production design and joan 's wacky decision to stand by her man , no matter how many times he demonstrates that he 's a disloyal satyr .",2
the gantzes ' interviews tend to let the guys off the hook .,2
the film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of abagnale 's antics .,2
bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .,2
"here 's my advice , kev .",2
"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .",0
"the year 2002 has conjured up more coming-of-age stories than seem possible , but take care of my cat emerges as the very best of them .",4
"alex nohe 's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .",2
"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work .",0
any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,0
"despite its floating narrative , this is a remarkably accessible and haunting film .",4
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory .",0
a relative letdown .,0
an intoxicating experience .,4
the best thing that can be said of the picture is that it does have a few cute moments .,2
"if reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hypocrisies of our time .",2
"every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat .",4
consider it ` perfection . ',4
"the performances are so overstated , the effect comes off as self-parody .",0
there 's nothing interesting in unfaithful whatsoever .,0
but here 's a glimpse at his life .,2
"if this movie belonged to a sorority , it would be called beta alpha delta .",2
"with its hint of an awkward hitchcockian theme in tact , harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",2
"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .",0
it 's fitfully funny but never really takes off .,2
it 's a coming-of-age story we 've all seen bits of in other films -- but it 's rarely been told with such affecting grace and cultural specificity .,2
"an effectively creepy , fear-inducing -lrb- not fear-reducing -rrb- film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",4
a rather average action film that benefits from several funny moments supplied by epps .,2
"whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .",2
but mr. polanski creates images even more haunting than those in mr. spielberg 's 1993 classic .,4
formula 51 is so trite that even yu 's high-energy action stylings ca n't break through the stupor .,0
"given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",0
"in other words , it 's badder than bad .",0
a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .,2
a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .,0
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .",4
"the slapstick is labored , and the bigger setpieces flat .",0
"the ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece .",2
noyce has worked wonders with the material .,4
"as satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .",4
"not everyone will play the dark , challenging tune taught by the piano teacher .",2
"this is a terrific character study , a probe into the life of a complex man .",4
nothing about the film -- with the possible exception of elizabeth hurley 's breasts -- is authentic .,0
a workshop mentality prevails .,2
a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare 's plays .,4
"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",2
"andersson creates a world that 's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .",2
trades run-of-the-mill revulsion for extreme unease .,2
"the urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .",4
"if horses could fly , this is surely what they 'd look like .",2
"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic .",4
a pure participatory event that malnourished intellectuals will gulp down in a frenzy .,2
de niro cries .,2
the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,0
what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .,2
an amazing and incendiary movie that dives straight into the rough waters of contradiction .,4
... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,2
"one of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken .",4
"the overall fabric is hypnotic , and mr. mattei fosters moments of spontaneous intimacy .",4
"with not a lot of help from the screenplay -lrb- proficient , but singularly cursory -rrb- , -lrb- testud -rrb- acts with the feral intensity of the young bette davis .",2
an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,4
"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",4
stuart 's poor-me persona needs a whole bunch of snowball 's cynicism to cut through the sugar coating .,2
clayburgh and tambor are charming performers ; neither of them deserves eric schaeffer .,2
full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar nominated films in 2000,4
-lrb- a -rrb- real pleasure in its laid-back way .,4
"even if you have no interest in the gang-infested , east-vs .",2
"though certainly original in form , altar boys requires a taste for swamp thing-type animation , doubled with a deafening score .",2
"scenario that will give most parents pause ... then , something terrible happens .",2
"or , you can do something fun tonight .",2
"much of it comes from the brave , uninhibited performances by its lead actors .",4
"while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .",4
it 's technically sumptuous but also almost wildly alive .,4
"i found it slow , drab , and bordering on melodramatic .",0
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that .",0
the latest adam sandler assault and possibly the worst film of the year .,0
a film so tedious that it is impossible to care whether that boast is true or not .,0
this off-putting french romantic comedy is sure to test severely the indulgence of fans of amélie .,2
"i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",4
"dissing a bond movie is quite like calling a dog stupid , but when it has the temerity to run over two hours , you feel like winding up with a kick .",2
"every five minutes or so , someone gets clocked .",2
an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .,0
"no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press notes -- can render it anything but laughable .",0
"manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .",0
"a farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",2
"she 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life .",2
"like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame .",4
imagine a really bad community theater production of west side story without the songs .,0
"blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in kieran culkin a pitch-perfect holden .",4
more maudlin than sharp .,2
"the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing .",4
"mr. goyer 's loose , unaccountable direction is technically sophisticated in the worst way .",0
there 's no getting around the fact that this is revenge of the nerds revisited -- again .,2
"it 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",2
"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen 's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut .",4
it 's exactly what you 'd expect .,2
"it 's a deeply serious movie that cares passionately about its subject , but too often becomes ponderous in its teaching of history , or lost in the intricate connections and multiple timelines of its story .",2
"maybe it 's just because this past year has seen the release of some of the worst film comedies in decades ... but honestly , analyze that really is n't all that bad .",2
"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",4
"i ca n't say that i liked homeboy ; it 'd be more accurate to say that i found it intriguing , bizarre , dogma-like in spots - and quite truthful , in its way .",2
`` punch-drunk love '' is a little like a chocolate milk moustache ...,2
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake .,4
"... the same tired old gags , modernized for the extreme sports generation .",2
"the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff 's documentary , hell house , reflects their earnestness -- which makes for a terrifying film .",2
"you could say that it 's slow at times , you could say that a few of the characters act in ways that real people would n't , but one thing you could n't say is that alias betty is predictable .",2
"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0
it 's a visual rorschach test and i must have failed .,0
"call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but i believe a movie can be mindless without being the peak of all things insipid .",0
excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama .,4
"if the very concept makes you nervous ... you 'll have an idea of the film 's creepy , scary effectiveness .",2
"unpretentious , charming , quirky , original",4
cinematic poo .,0
would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?,2
"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",4
`` home movie '' is a sweet treasure and something well worth your time .,4
one of those exceedingly rare films in which the talk alone is enough to keep us involved .,4
"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised .",0
"stealing harvard does n't care about cleverness , wit or any other kind of intelligent humor .",0
it 's hard to imagine another director ever making his wife look so bad in a major movie .,0
staggers between flaccid satire and what is supposed to be madcap farce .,0
"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",4
for aids and africa are nothing more than part of the scenery .,2
eric schweig and graham greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,4
it 's mindless junk like this that makes you appreciate original romantic comedies like punch-drunk love .,2
"not only does spider-man deliver , but i suspect it might deliver again and again .",4
"call this the full monty on ice , the underdog sports team formula redux .",2
"but in 2002 , such revelations wilt .",2
"the movie could have been made 40 years ago , and parents ' appreciation of it may depend on whether they consider that a good thing .",2
"works because we 're never sure if ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",2
might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,2
"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it .",4
a hidden-agenda drama that shouts classic french nuance .,2
"-lrb- director peter -rrb- jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not .",4
"directors john musker and ron clements , the team behind the little mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",2
"a morose little soap opera about three vapid , insensitive people who take turns hurting each other .",2
... one of the most ingenious and entertaining thrillers i 've seen in quite a long time .,4
"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",4
the film has a terrific look and salma hayek has a feel for the character at all stages of her life .,4
"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is .",2
a period story about a catholic boy who tries to help a jewish friend get into heaven by sending the audience straight to hell .,0
too simple for its own good .,2
... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,4
"boisterous , heartfelt comedy .",4
"explosions , jokes , and sexual innuendoes abound .",2
the ya-ya 's have many secrets and one is - the books are better .,0
"the movie is well crafted , and well executed .",4
"priggish , lethargically paced parable of renewal .",0
"dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",4
"-lrb- raimi 's -rrb- matured quite a bit with spider-man , even though it 's one of the most plain white toast comic book films you 'll ever see .",2
"i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations .",0
"the whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film .",2
the film is directed by wally wolodarsky from a script by joe jarvis and greg coolidge .,2
"ben kingsley is truly funny , playing a kind of ghandi gone bad .",4
there is so much plodding sensitivity .,2
"this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through .",0
there was time on that second round to see the subtleties of ramsay 's portrait of grief .,2
the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,4
"colorful and deceptively buoyant until it suddenly pulls the rug out from under you , burkinabe filmmaker dani kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .",2
"we started to wonder if ... some unpaid intern had just typed ` chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine .",0
"it 's better than mid-range steven seagal , but not as sharp as jet li on rollerblades .",2
a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .,4
a wordy wisp of a comedy .,2
"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",0
an infuriating film .,0
"fast-paced and wonderfully edited , the film is extremely thorough .",4
"a real winner -- smart , funny , subtle , and resonant .",4
"this is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives .",4
it 's been done before but never so vividly or with so much passion .,4
this is the kind of movie that gets a quick release before real contenders arrive in september .,0
"there 's not a single jump-in-your-seat moment and believe it or not , jason actually takes a backseat in his own film to special effects .",0
"it 's -lrb- ricci 's -rrb- best work yet , this girl-woman who sincerely believes she can thwart the world 's misery with blind good will .",4
"yeah , these flicks are just that damn good .",4
this kiddie-oriented stinker is so bad that i even caught the gum stuck under my seat trying to sneak out of the theater,0
"not for the prurient or squeamish , it 's a daring if overlong examination of an idolized culture , self-loathing and sexual politics .",2
the phone rings and a voice tells you you 've got seven days left to live .,2
apparently writer-director attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .,2
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels .",4
a romance ?,2
"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",4
"this movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep .",4
"the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .",0
"it 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",4
it 's a feel-good movie about which you can actually feel good .,4
"still , as a visual treat , the film is almost unsurpassed .",4
"the attempt is courageous , even if the result is wildly uneven .",2
"when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , ` hey , kool-aid ! '",2
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .",4
the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,0
the movie is a little tired ; maybe the original inspiration has run its course .,2
"-lrb- a -rrb- rare , beautiful film .",4
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film .,4
amazingly lame .,0
mike leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,4
this is more fascinating -- being real -- than anything seen on jerry springer .,4
i watched the brainless insanity of no such thing with mounting disbelief .,0
you have to see it .,4
... hopefully it 'll be at the dollar theatres by the time christmas rolls around .,2
"b picture , and i mean that as a compliment .",2
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack .",4
"spectacular in every sense of the word , even if you don ' t know an orc from a uruk-hai .",4
wanker goths are on the loose !,2
"an ungainly , comedy-deficient , b-movie rush job ...",0
there are now two signs that m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs .,0
more of an intriguing curiosity than a gripping thriller .,2
grainy photography mars an otherwise delightful comedy of errors .,2
"if shayamalan wanted to tell a story about a man who loses his faith , why did n't he just do it , instead of using bad sci-fi as window dressing ?",0
"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",4
it makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .,2
"an uplifting , largely bogus story .",2
"my big fat greek wedding is not only the best date movie of the year , it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",4
the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,2
"this may be the dumbest , sketchiest movie on record about an aspiring writer 's coming-of-age .",0
"it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .",0
hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .,4
"equilibrium the movie , as opposed to the manifesto , is really , really stupid .",0
i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ?,0
enriched by a strong and unforced supporting cast .,4
meanders between its powerful moments .,2
"mild , meandering teen flick .",2
"` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .",4
the film is a verbal duel between two gifted performers .,4
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .,4
"amid the cliché and foreshadowing , cage manages a degree of casual realism ... that is routinely dynamited by blethyn .",2
"as aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four .",0
it 's an often-cute film but either needs more substance to fill the time or some judicious editing .,2
"there 's something with potential here , but the movie decides , like lavinia , to go the conservative route .",2
the master of disaster - it 's a piece of dreck disguised as comedy .,0
this is one baaaaaaaaad movie .,0
"i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",0
"it 's not the worst comedy of the year , but it certainly wo n't win any honors .",2
"despite the pyrotechnics , narc is strictly by the book .",2
"while -lrb- roman coppola -rrb- scores points for style , he staggers in terms of story .",2
"analyze that regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in .",2
"this documentary is a dazzling , remarkably unpretentious reminder of what -lrb- evans -rrb- had , lost , and got back .",4
"no matter how you slice it , mark wahlberg and thandie newton are not hepburn and grant , two cinematic icons with chemistry galore .",2
"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",2
"for most of its footage , the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .",4
"call me a wimp , but i cried , not once , but three times in this animated sweet film .",4
"all the filmmakers are asking of us , is to believe in something that is improbable .",2
it all feels like a monty python sketch gone horribly wrong .,0
thurman and lewis are hilarious throughout .,4
recalls quiet freak-outs like l'avventura and repulsion .,2
"admirable , certainly , but not much fun to watch .",2
"as home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , i 'd rather listen to old tori amos records .",2
what more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?,0
i still want my money back .,0
the kind of spectacularly misconceived enterprise that only a sophisticated cinephile could have perpetrated .,2
it appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .,0
"the appearance of treebeard and gollum 's expanded role will either have you loving what you 're seeing , or rolling your eyes .",2
the history is fascinating ; the action is dazzling .,4
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises,0
"if a horror movie 's primary goal is to frighten and disturb , then they works spectacularly well ... a shiver-inducing , nerve-rattling ride .",4
"but in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",0
a plodding look at the french revolution through the eyes of aristocrats .,2
"brings together some of the biggest names in japanese anime , with impressive results .",4
"pull -lrb- s -rrb- off the rare trick of recreating not only the look of a certain era , but also the feel .",2
"feels like one of those contrived , only-in - hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .",0
you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,0
"it 's a gag that 's worn a bit thin over the years , though do n't ask still finds a few chuckles .",2
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",2
"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .",2
my reaction in a word : disappointment .,0
every conceivable mistake a director could make in filming opera has been perpetrated here .,0
a sha-na-na sketch punctuated with graphic violence .,2
"what begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy .",2
this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .,2
"a dull , dumb and derivative horror film .",0
"but as a movie , it 's a humorless , disjointed mess .",0
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",0
it 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,0
what the four feathers lacks is genuine sweep or feeling or even a character worth caring about .,2
meant to reduce blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane 's superhero dystopia .,2
irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .,4
what is the filmmakers ' point ?,2
"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages .",4
this film puts wang at the forefront of china 's sixth generation of film makers .,4
"this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",4
life on the rez is no picnic : this picture shows you why .,2
execrable .,0
that 's fun for kids of any age .,4
"we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low .",0
"in this film , aussie david caesar channels the not-quite-dead career of guy ritchie .",2
10 minutes into the film you 'll be white-knuckled and unable to look away .,4
nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,4
i wonder what the reaction of israelis will be to this supposedly evenhanded presentation .,2
you 'll cry for your money back .,0
"takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",2
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,4
"schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park -lrb- as well as one , ms. mirren , who did -rrb- , has succeeded beyond all expectation .",4
you 'll be more entertained getting hit by a bus .,0
but the film itself is ultimately quite unengaging .,0
the entire movie is filled with deja vu moments .,2
i 'd watch these two together again in a new york minute .,4
"so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly .",0
"-lrb- reynolds -rrb- takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch .",4
... a pretentious mess ...,0
"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",4
"a well-acted , but one-note film .",2
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ',4
perhaps the film should be seen as a conversation starter .,2
the iditarod lasts for days - this just felt like it did .,0
it 's actually too sincere -- the crime movie equivalent of a chick flick .,2
does what should seem impossible : it makes serial killer jeffrey dahmer boring .,2
"boy oh boy , it 's a howler .",2
this disturbing bio-pic is hard to forget .,2
exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan 's platinum-blonde hair .,2
there 's a vastness implied in metropolis that is just breathtaking .,4
"a very well-made , funny and entertaining picture .",4
"lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",4
-lrb- haynes ' -rrb- homage to such films as `` all that heaven allows '' and `` imitation of life '' transcends them .,2
top-notch action powers this romantic drama .,4
"the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .",4
"provides a porthole into that noble , trembling incoherence that defines us all .",2
pacino is the best he 's been in years and keener is marvelous .,4
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",0
make like the title and dodge this one .,0
"the movie is gorgeously made , but it is also somewhat shallow and art-conscious .",2
it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0
"while the script starts promisingly , it loses steam towards the middle and never really develops beyond attacking obvious target .",2
like you could n't smell this turkey rotting from miles away .,0
-lrb- a -rrb- stuporously solemn film .,2
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",0
"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's best in more than a decade .",4
"with elements cribbed from lang 's metropolis , welles ' kane , and eisenstein 's potemkin , the true wonder of rintarô 's metropolis is the number of lasting images all its own .",2
blanchett 's performance confirms her power once again .,4
"you would n't call the good girl a date movie -lrb- an anti-date movie is more like it -rrb- , but when it 's good , it 's good and horrid .",2
where bowling for columbine is at its most valuable is in its examination of america 's culture of fear as a root cause of gun violence .,2
... a thoughtful what-if for the heart as well as the mind .,4
"the dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically .",2
one of the year 's most weirdly engaging and unpredictable character pieces .,4
"though catch me if you can is n't badly made , the fun slowly leaks out of the movie .",2
watching these eccentrics is both inspiring and pure joy .,4
admirably ambitious but self-indulgent .,2
for dance completists only .,0
"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone .",2
... a polished and relatively sincere piece of escapism .,4
"well before it 's over , beijing bicycle begins spinning its wheels .",2
jeffrey tambor 's performance as the intelligent jazz-playing exterminator is oscar-worthy .,4
"if you do n't ... well , skip to another review .",2
"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .",2
"a graceful , moving tribute to the courage of new york 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",4
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats .,0
"tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism ; it completely contradicts everything kieslowski 's work aspired to , including the condition of art .",0
"if you 're in the mood for a bollywood film , here 's one for you .",2
morton deserves an oscar nomination .,4
"old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship .",2
"if the real-life story is genuinely inspirational , the movie stirs us as well .",4
"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm .",4
or a profit .,2
tries so hard to be quirky and funny that the strain is all too evident .,0
an animation landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs .,4
a touch of humor or an unexpected plot twist always pulls it back .,2
"if you 're paying attention , the `` big twists '' are pretty easy to guess - but that does n't make the movie any less entertaining .",2
there 's no way to sort out the mess in our heads and deconstruct where it all went wrong .,2
the film favors the scientific over the spectacular -lrb- visually speaking -rrb- .,2
we 've liked klein 's other work but rollerball left us cold .,0
it 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,4
does n't deserve a passing grade -lrb- even on a curve -rrb- .,0
merci pour le movie .,2
"this is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages missing .",0
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,0
a moving story of determination and the human spirit .,4
your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,2
"these are lives worth watching , paths worth following .",4
ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,2
"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it 's icky .",0
like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .,0
rabbit-proof fence will probably make you angry .,2
"has an uppity musical beat that you can dance to , but its energy ca n't compare to the wit , humor and snappy dialogue of the original .",2
a very funny movie .,4
a masterpiece four years in the making .,4
"-lrb- taymor -rrb- utilizes the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .",4
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft-brilliant safe conduct -lrb- `` laissez-passer '' -rrb- wears its heart on its sleeve .",4
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull .",0
"yo , it 's the days of our lives meets electric boogaloo .",2
"but like bruce springsteen 's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins .",0
the film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other .,2
every sequel you skip will be two hours gained .,0
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .,0
the innocence of holiday cheer ai n't what it used to be .,2
"an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .",4
"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals .",2
